000020   SPACE
000021 ! EXCLAMATION MARK
000022 " QUOTATION MARK
000023 # NUMBER SIGN
000024 $ DOLLAR SIGN
000025 % PERCENT SIGN
000026 & AMPERSAND
000027 ' APOSTROPHE
000028 ( LEFT PARENTHESIS
000029 ) RIGHT PARENTHESIS
00002a * ASTERISK
00002b + PLUS SIGN
00002c , COMMA
00002d - HYPHEN-MINUS
00002e . FULL STOP
00002f / SOLIDUS
000030 0 DIGIT ZERO
000031 1 DIGIT ONE
000032 2 DIGIT TWO
000033 3 DIGIT THREE
000034 4 DIGIT FOUR
000035 5 DIGIT FIVE
000036 6 DIGIT SIX
000037 7 DIGIT SEVEN
000038 8 DIGIT EIGHT
000039 9 DIGIT NINE
00003a : COLON
00003b ; SEMICOLON
00003c < LESS-THAN SIGN
00003d = EQUALS SIGN
00003e > GREATER-THAN SIGN
00003f ? QUESTION MARK
000040 @ COMMERCIAL AT
000041 A LATIN CAPITAL LETTER A
000042 B LATIN CAPITAL LETTER B
000043 C LATIN CAPITAL LETTER C
000044 D LATIN CAPITAL LETTER D
000045 E LATIN CAPITAL LETTER E
000046 F LATIN CAPITAL LETTER F
000047 G LATIN CAPITAL LETTER G
000048 H LATIN CAPITAL LETTER H
000049 I LATIN CAPITAL LETTER I
00004a J LATIN CAPITAL LETTER J
00004b K LATIN CAPITAL LETTER K
00004c L LATIN CAPITAL LETTER L
00004d M LATIN CAPITAL LETTER M
00004e N LATIN CAPITAL LETTER N
00004f O LATIN CAPITAL LETTER O
000050 P LATIN CAPITAL LETTER P
000051 Q LATIN CAPITAL LETTER Q
000052 R LATIN CAPITAL LETTER R
000053 S LATIN CAPITAL LETTER S
000054 T LATIN CAPITAL LETTER T
000055 U LATIN CAPITAL LETTER U
000056 V LATIN CAPITAL LETTER V
000057 W LATIN CAPITAL LETTER W
000058 X LATIN CAPITAL LETTER X
000059 Y LATIN CAPITAL LETTER Y
00005a Z LATIN CAPITAL LETTER Z
00005b [ LEFT SQUARE BRACKET
00005c \ REVERSE SOLIDUS
00005d ] RIGHT SQUARE BRACKET
00005e ^ CIRCUMFLEX ACCENT
00005f _ LOW LINE
000060 ` GRAVE ACCENT
000061 a LATIN SMALL LETTER A
000062 b LATIN SMALL LETTER B
000063 c LATIN SMALL LETTER C
000064 d LATIN SMALL LETTER D
000065 e LATIN SMALL LETTER E
000066 f LATIN SMALL LETTER F
000067 g LATIN SMALL LETTER G
000068 h LATIN SMALL LETTER H
000069 i LATIN SMALL LETTER I
00006a j LATIN SMALL LETTER J
00006b k LATIN SMALL LETTER K
00006c l LATIN SMALL LETTER L
00006d m LATIN SMALL LETTER M
00006e n LATIN SMALL LETTER N
00006f o LATIN SMALL LETTER O
000070 p LATIN SMALL LETTER P
000071 q LATIN SMALL LETTER Q
000072 r LATIN SMALL LETTER R
000073 s LATIN SMALL LETTER S
000074 t LATIN SMALL LETTER T
000075 u LATIN SMALL LETTER U
000076 v LATIN SMALL LETTER V
000077 w LATIN SMALL LETTER W
000078 x LATIN SMALL LETTER X
000079 y LATIN SMALL LETTER Y
00007a z LATIN SMALL LETTER Z
00007b { LEFT CURLY BRACKET
00007c | VERTICAL LINE
00007d } RIGHT CURLY BRACKET
00007e ~ TILDE
0000a0   NO-BREAK SPACE
0000a1 ¡ INVERTED EXCLAMATION MARK
0000a2 ¢ CENT SIGN
0000a3 £ POUND SIGN
0000a4 ¤ CURRENCY SIGN
0000a5 ¥ YEN SIGN
0000a6 ¦ BROKEN BAR
0000a7 § SECTION SIGN
0000a8 ¨ DIAERESIS
0000a9 © COPYRIGHT SIGN
0000aa ª FEMININE ORDINAL INDICATOR
0000ab « LEFT-POINTING DOUBLE ANGLE QUOTATION MARK
0000ac ¬ NOT SIGN
0000ad ­ SOFT HYPHEN
0000ae ® REGISTERED SIGN
0000af ¯ MACRON
0000b0 ° DEGREE SIGN
0000b1 ± PLUS-MINUS SIGN
0000b2 ² SUPERSCRIPT TWO
0000b3 ³ SUPERSCRIPT THREE
0000b4 ´ ACUTE ACCENT
0000b5 µ MICRO SIGN
0000b6 ¶ PILCROW SIGN
0000b7 · MIDDLE DOT
0000b8 ¸ CEDILLA
0000b9 ¹ SUPERSCRIPT ONE
0000ba º MASCULINE ORDINAL INDICATOR
0000bb » RIGHT-POINTING DOUBLE ANGLE QUOTATION MARK
0000bc ¼ VULGAR FRACTION ONE QUARTER
0000bd ½ VULGAR FRACTION ONE HALF
0000be ¾ VULGAR FRACTION THREE QUARTERS
0000bf ¿ INVERTED QUESTION MARK
0000c0 À LATIN CAPITAL LETTER A WITH GRAVE
0000c1 Á LATIN CAPITAL LETTER A WITH ACUTE
0000c2 Â LATIN CAPITAL LETTER A WITH CIRCUMFLEX
0000c3 Ã LATIN CAPITAL LETTER A WITH TILDE
0000c4 Ä LATIN CAPITAL LETTER A WITH DIAERESIS
0000c5 Å LATIN CAPITAL LETTER A WITH RING ABOVE
0000c6 Æ LATIN CAPITAL LETTER AE
0000c7 Ç LATIN CAPITAL LETTER C WITH CEDILLA
0000c8 È LATIN CAPITAL LETTER E WITH GRAVE
0000c9 É LATIN CAPITAL LETTER E WITH ACUTE
0000ca Ê LATIN CAPITAL LETTER E WITH CIRCUMFLEX
0000cb Ë LATIN CAPITAL LETTER E WITH DIAERESIS
0000cc Ì LATIN CAPITAL LETTER I WITH GRAVE
0000cd Í LATIN CAPITAL LETTER I WITH ACUTE
0000ce Î LATIN CAPITAL LETTER I WITH CIRCUMFLEX
0000cf Ï LATIN CAPITAL LETTER I WITH DIAERESIS
0000d0 Ð LATIN CAPITAL LETTER ETH
0000d1 Ñ LATIN CAPITAL LETTER N WITH TILDE
0000d2 Ò LATIN CAPITAL LETTER O WITH GRAVE
0000d3 Ó LATIN CAPITAL LETTER O WITH ACUTE
0000d4 Ô LATIN CAPITAL LETTER O WITH CIRCUMFLEX
0000d5 Õ LATIN CAPITAL LETTER O WITH TILDE
0000d6 Ö LATIN CAPITAL LETTER O WITH DIAERESIS
0000d7 × MULTIPLICATION SIGN
0000d8 Ø LATIN CAPITAL LETTER O WITH STROKE
0000d9 Ù LATIN CAPITAL LETTER U WITH GRAVE
0000da Ú LATIN CAPITAL LETTER U WITH ACUTE
0000db Û LATIN CAPITAL LETTER U WITH CIRCUMFLEX
0000dc Ü LATIN CAPITAL LETTER U WITH DIAERESIS
0000dd Ý LATIN CAPITAL LETTER Y WITH ACUTE
0000de Þ LATIN CAPITAL LETTER THORN
0000df ß LATIN SMALL LETTER SHARP S
0000e0 à LATIN SMALL LETTER A WITH GRAVE
0000e1 á LATIN SMALL LETTER A WITH ACUTE
0000e2 â LATIN SMALL LETTER A WITH CIRCUMFLEX
0000e3 ã LATIN SMALL LETTER A WITH TILDE
0000e4 ä LATIN SMALL LETTER A WITH DIAERESIS
0000e5 å LATIN SMALL LETTER A WITH RING ABOVE
0000e6 æ LATIN SMALL LETTER AE
0000e7 ç LATIN SMALL LETTER C WITH CEDILLA
0000e8 è LATIN SMALL LETTER E WITH GRAVE
0000e9 é LATIN SMALL LETTER E WITH ACUTE
0000ea ê LATIN SMALL LETTER E WITH CIRCUMFLEX
0000eb ë LATIN SMALL LETTER E WITH DIAERESIS
0000ec ì LATIN SMALL LETTER I WITH GRAVE
0000ed í LATIN SMALL LETTER I WITH ACUTE
0000ee î LATIN SMALL LETTER I WITH CIRCUMFLEX
0000ef ï LATIN SMALL LETTER I WITH DIAERESIS
0000f0 ð LATIN SMALL LETTER ETH
0000f1 ñ LATIN SMALL LETTER N WITH TILDE
0000f2 ò LATIN SMALL LETTER O WITH GRAVE
0000f3 ó LATIN SMALL LETTER O WITH ACUTE
0000f4 ô LATIN SMALL LETTER O WITH CIRCUMFLEX
0000f5 õ LATIN SMALL LETTER O WITH TILDE
0000f6 ö LATIN SMALL LETTER O WITH DIAERESIS
0000f7 ÷ DIVISION SIGN
0000f8 ø LATIN SMALL LETTER O WITH STROKE
0000f9 ù LATIN SMALL LETTER U WITH GRAVE
0000fa ú LATIN SMALL LETTER U WITH ACUTE
0000fb û LATIN SMALL LETTER U WITH CIRCUMFLEX
0000fc ü LATIN SMALL LETTER U WITH DIAERESIS
0000fd ý LATIN SMALL LETTER Y WITH ACUTE
0000fe þ LATIN SMALL LETTER THORN
0000ff ÿ LATIN SMALL LETTER Y WITH DIAERESIS
000100 Ā LATIN CAPITAL LETTER A WITH MACRON
000101 ā LATIN SMALL LETTER A WITH MACRON
000102 Ă LATIN CAPITAL LETTER A WITH BREVE
000103 ă LATIN SMALL LETTER A WITH BREVE
000104 Ą LATIN CAPITAL LETTER A WITH OGONEK
000105 ą LATIN SMALL LETTER A WITH OGONEK
000106 Ć LATIN CAPITAL LETTER C WITH ACUTE
000107 ć LATIN SMALL LETTER C WITH ACUTE
000108 Ĉ LATIN CAPITAL LETTER C WITH CIRCUMFLEX
000109 ĉ LATIN SMALL LETTER C WITH CIRCUMFLEX
00010a Ċ LATIN CAPITAL LETTER C WITH DOT ABOVE
00010b ċ LATIN SMALL LETTER C WITH DOT ABOVE
00010c Č LATIN CAPITAL LETTER C WITH CARON
00010d č LATIN SMALL LETTER C WITH CARON
00010e Ď LATIN CAPITAL LETTER D WITH CARON
00010f ď LATIN SMALL LETTER D WITH CARON
000110 Đ LATIN CAPITAL LETTER D WITH STROKE
000111 đ LATIN SMALL LETTER D WITH STROKE
000112 Ē LATIN CAPITAL LETTER E WITH MACRON
000113 ē LATIN SMALL LETTER E WITH MACRON
000114 Ĕ LATIN CAPITAL LETTER E WITH BREVE
000115 ĕ LATIN SMALL LETTER E WITH BREVE
000116 Ė LATIN CAPITAL LETTER E WITH DOT ABOVE
000117 ė LATIN SMALL LETTER E WITH DOT ABOVE
000118 Ę LATIN CAPITAL LETTER E WITH OGONEK
000119 ę LATIN SMALL LETTER E WITH OGONEK
00011a Ě LATIN CAPITAL LETTER E WITH CARON
00011b ě LATIN SMALL LETTER E WITH CARON
00011c Ĝ LATIN CAPITAL LETTER G WITH CIRCUMFLEX
00011d ĝ LATIN SMALL LETTER G WITH CIRCUMFLEX
00011e Ğ LATIN CAPITAL LETTER G WITH BREVE
00011f ğ LATIN SMALL LETTER G WITH BREVE
000120 Ġ LATIN CAPITAL LETTER G WITH DOT ABOVE
000121 ġ LATIN SMALL LETTER G WITH DOT ABOVE
000122 Ģ LATIN CAPITAL LETTER G WITH CEDILLA
000123 ģ LATIN SMALL LETTER G WITH CEDILLA
000124 Ĥ LATIN CAPITAL LETTER H WITH CIRCUMFLEX
000125 ĥ LATIN SMALL LETTER H WITH CIRCUMFLEX
000126 Ħ LATIN CAPITAL LETTER H WITH STROKE
000127 ħ LATIN SMALL LETTER H WITH STROKE
000128 Ĩ LATIN CAPITAL LETTER I WITH TILDE
000129 ĩ LATIN SMALL LETTER I WITH TILDE
00012a Ī LATIN CAPITAL LETTER I WITH MACRON
00012b ī LATIN SMALL LETTER I WITH MACRON
00012c Ĭ LATIN CAPITAL LETTER I WITH BREVE
00012d ĭ LATIN SMALL LETTER I WITH BREVE
00012e Į LATIN CAPITAL LETTER I WITH OGONEK
00012f į LATIN SMALL LETTER I WITH OGONEK
000130 İ LATIN CAPITAL LETTER I WITH DOT ABOVE
000131 ı LATIN SMALL LETTER DOTLESS I
000132 Ĳ LATIN CAPITAL LIGATURE IJ
000133 ĳ LATIN SMALL LIGATURE IJ
000134 Ĵ LATIN CAPITAL LETTER J WITH CIRCUMFLEX
000135 ĵ LATIN SMALL LETTER J WITH CIRCUMFLEX
000136 Ķ LATIN CAPITAL LETTER K WITH CEDILLA
000137 ķ LATIN SMALL LETTER K WITH CEDILLA
000138 ĸ LATIN SMALL LETTER KRA
000139 Ĺ LATIN CAPITAL LETTER L WITH ACUTE
00013a ĺ LATIN SMALL LETTER L WITH ACUTE
00013b Ļ LATIN CAPITAL LETTER L WITH CEDILLA
00013c ļ LATIN SMALL LETTER L WITH CEDILLA
00013d Ľ LATIN CAPITAL LETTER L WITH CARON
00013e ľ LATIN SMALL LETTER L WITH CARON
00013f Ŀ LATIN CAPITAL LETTER L WITH MIDDLE DOT
000140 ŀ LATIN SMALL LETTER L WITH MIDDLE DOT
000141 Ł LATIN CAPITAL LETTER L WITH STROKE
000142 ł LATIN SMALL LETTER L WITH STROKE
000143 Ń LATIN CAPITAL LETTER N WITH ACUTE
000144 ń LATIN SMALL LETTER N WITH ACUTE
000145 Ņ LATIN CAPITAL LETTER N WITH CEDILLA
000146 ņ LATIN SMALL LETTER N WITH CEDILLA
000147 Ň LATIN CAPITAL LETTER N WITH CARON
000148 ň LATIN SMALL LETTER N WITH CARON
000149 ŉ LATIN SMALL LETTER N PRECEDED BY APOSTROPHE
00014a Ŋ LATIN CAPITAL LETTER ENG
00014b ŋ LATIN SMALL LETTER ENG
00014c Ō LATIN CAPITAL LETTER O WITH MACRON
00014d ō LATIN SMALL LETTER O WITH MACRON
00014e Ŏ LATIN CAPITAL LETTER O WITH BREVE
00014f ŏ LATIN SMALL LETTER O WITH BREVE
000150 Ő LATIN CAPITAL LETTER O WITH DOUBLE ACUTE
000151 ő LATIN SMALL LETTER O WITH DOUBLE ACUTE
000152 Œ LATIN CAPITAL LIGATURE OE
000153 œ LATIN SMALL LIGATURE OE
000154 Ŕ LATIN CAPITAL LETTER R WITH ACUTE
000155 ŕ LATIN SMALL LETTER R WITH ACUTE
000156 Ŗ LATIN CAPITAL LETTER R WITH CEDILLA
000157 ŗ LATIN SMALL LETTER R WITH CEDILLA
000158 Ř LATIN CAPITAL LETTER R WITH CARON
000159 ř LATIN SMALL LETTER R WITH CARON
00015a Ś LATIN CAPITAL LETTER S WITH ACUTE
00015b ś LATIN SMALL LETTER S WITH ACUTE
00015c Ŝ LATIN CAPITAL LETTER S WITH CIRCUMFLEX
00015d ŝ LATIN SMALL LETTER S WITH CIRCUMFLEX
00015e Ş LATIN CAPITAL LETTER S WITH CEDILLA
00015f ş LATIN SMALL LETTER S WITH CEDILLA
000160 Š LATIN CAPITAL LETTER S WITH CARON
000161 š LATIN SMALL LETTER S WITH CARON
000162 Ţ LATIN CAPITAL LETTER T WITH CEDILLA
000163 ţ LATIN SMALL LETTER T WITH CEDILLA
000164 Ť LATIN CAPITAL LETTER T WITH CARON
000165 ť LATIN SMALL LETTER T WITH CARON
000166 Ŧ LATIN CAPITAL LETTER T WITH STROKE
000167 ŧ LATIN SMALL LETTER T WITH STROKE
000168 Ũ LATIN CAPITAL LETTER U WITH TILDE
000169 ũ LATIN SMALL LETTER U WITH TILDE
00016a Ū LATIN CAPITAL LETTER U WITH MACRON
00016b ū LATIN SMALL LETTER U WITH MACRON
00016c Ŭ LATIN CAPITAL LETTER U WITH BREVE
00016d ŭ LATIN SMALL LETTER U WITH BREVE
00016e Ů LATIN CAPITAL LETTER U WITH RING ABOVE
00016f ů LATIN SMALL LETTER U WITH RING ABOVE
000170 Ű LATIN CAPITAL LETTER U WITH DOUBLE ACUTE
000171 ű LATIN SMALL LETTER U WITH DOUBLE ACUTE
000172 Ų LATIN CAPITAL LETTER U WITH OGONEK
000173 ų LATIN SMALL LETTER U WITH OGONEK
000174 Ŵ LATIN CAPITAL LETTER W WITH CIRCUMFLEX
000175 ŵ LATIN SMALL LETTER W WITH CIRCUMFLEX
000176 Ŷ LATIN CAPITAL LETTER Y WITH CIRCUMFLEX
000177 ŷ LATIN SMALL LETTER Y WITH CIRCUMFLEX
000178 Ÿ LATIN CAPITAL LETTER Y WITH DIAERESIS
000179 Ź LATIN CAPITAL LETTER Z WITH ACUTE
00017a ź LATIN SMALL LETTER Z WITH ACUTE
00017b Ż LATIN CAPITAL LETTER Z WITH DOT ABOVE
00017c ż LATIN SMALL LETTER Z WITH DOT ABOVE
00017d Ž LATIN CAPITAL LETTER Z WITH CARON
00017e ž LATIN SMALL LETTER Z WITH CARON
00017f ſ LATIN SMALL LETTER LONG S
000180 ƀ LATIN SMALL LETTER B WITH STROKE
000181 Ɓ LATIN CAPITAL LETTER B WITH HOOK
000182 Ƃ LATIN CAPITAL LETTER B WITH TOPBAR
000183 ƃ LATIN SMALL LETTER B WITH TOPBAR
000184 Ƅ LATIN CAPITAL LETTER TONE SIX
000185 ƅ LATIN SMALL LETTER TONE SIX
000186 Ɔ LATIN CAPITAL LETTER OPEN O
000187 Ƈ LATIN CAPITAL LETTER C WITH HOOK
000188 ƈ LATIN SMALL LETTER C WITH HOOK
000189 Ɖ LATIN CAPITAL LETTER AFRICAN D
00018a Ɗ LATIN CAPITAL LETTER D WITH HOOK
00018b Ƌ LATIN CAPITAL LETTER D WITH TOPBAR
00018c ƌ LATIN SMALL LETTER D WITH TOPBAR
00018d ƍ LATIN SMALL LETTER TURNED DELTA
00018e Ǝ LATIN CAPITAL LETTER REVERSED E
00018f Ə LATIN CAPITAL LETTER SCHWA
000190 Ɛ LATIN CAPITAL LETTER OPEN E
000191 Ƒ LATIN CAPITAL LETTER F WITH HOOK
